date,0,1,2,3,4,5
2016/7/15 5:00,22,90,322,338,239,532
2016/7/15 6:00,22,90,320,275,217,502
2016/7/15 7:00,20,89,321,258,232,488
2016/7/15 8:00,24,90,322,346,253,557
2016/7/15 9:00,20,92,133,352,248,546
2016/7/15 10:00,58,94,17,350,218,560
2016/7/15 11:00,74,106,14,491,223,725
2016/7/15 12:00,93,125,12,550,240,875
2016/7/15 13:00,78,135,50,612,272,1066
2016/7/15 14:00,75,138,320,710,288,1279
2016/7/15 15:00,74,138,319,508,263,1189
2016/7/15 16:00,102,126,23,462,249,1094
2016/7/15 17:00,73,114,14,477,227,951
2016/7/15 18:00,103,101,15,448,233,926
2016/7/15 19:00,73,99,15,495,263,878
2016/7/15 20:00,31,106,17,642,380,1201
2016/7/15 21:00,20,118,16,760,377,1252
2016/7/15 22:00,70,121,16,902,401,1327
2016/7/15 23:00,75,110,16,848,396,1552
2016/7/16 0:00,72,102,16,762,385,1398
2016/7/16 1:00,60,96,12,598,328,1001
2016/7/16 2:00,22,92,11,493,289,845
2016/7/16 3:00,22,91,12,404,283,752
2016/7/16 4:00,22,87,194,386,263,641
2016/7/16 5:00,22,87,324,268,229,488
2016/7/16 6:00,20,89,324,208,211,462
2016/7/16 7:00,23,89,324,227,211,494
2016/7/16 8:00,20,95,323,310,244,626
2016/7/16 9:00,22,137,324,455,265,949
2016/7/16 10:00,37,141,195,432,209,1013
2016/7/16 11:00,66,119,13,408,187,953
2016/7/16 12:00,65,113,15,346,224,920
2016/7/16 13:00,66,110,14,376,228,932
2016/7/16 14:00,65,86,13,404,230,1082
2016/7/16 15:00,66,47,14,322,211,953
2016/7/16 16:00,119,49,60,326,199,926
2016/7/16 17:00,74,35,14,320,227,821
2016/7/16 18:00,67,35,15,306,237,827
2016/7/16 19:00,83,39,14,444,257,986
2016/7/16 20:00,75,45,16,779,407,1327
2016/7/16 21:00,62,57,16,918,416,1635
2016/7/16 22:00,18,91,221,995,405,1656
2016/7/16 23:00,49,118,182,912,386,1761
2016/7/17 0:00,74,105,13,805,321,1584
2016/7/17 1:00,28,97,10,644,323,1219
2016/7/17 2:00,26,92,8,500,279,979
2016/7/17 3:00,27,89,10,434,269,821
2016/7/17 4:00,41,88,10,440,262,752
2016/7/17 5:00,38,87,280,320,222,572
2016/7/17 6:00,44,89,74,302,199,527
2016/7/17 7:00,80,90,10,298,212,534
2016/7/17 8:00,40,94,10,398,251,647
2016/7/17 9:00,38,136,10,481,263,917
2016/7/17 10:00,68,134,10,466,197,1075
2016/7/17 11:00,67,112,15,384,190,920
2016/7/17 12:00,68,110,15,364,206,908
2016/7/17 13:00,67,109,15,406,202,1049
2016/7/17 14:00,78,110,14,358,199,1147
2016/7/17 15:00,61,107,12,374,231,947
2016/7/17 16:00,31,103,13,374,224,866
2016/7/17 17:00,68,100,12,300,207,887
2016/7/17 18:00,64,98,12,304,234,860
2016/7/17 19:00,78,101,13,436,282,869
2016/7/17 20:00,74,111,16,718,364,1377
2016/7/17 21:00,60,125,16,878,368,1707
2016/7/17 22:00,24,132,16,958,441,1511
2016/7/17 23:00,36,117,16,872,416,1536
2016/7/18 0:00,74,104,16,843,410,1383
2016/7/18 1:00,37,97,9,667,332,1154
2016/7/18 2:00,24,92,11,489,292,872
2016/7/18 3:00,70,88,8,428,267,743
2016/7/18 4:00,78,88,216,386,249,593
2016/7/18 5:00,35,87,137,278,211,494
2016/7/18 6:00,59,89,10,250,206,441
2016/7/18 7:00,76,90,9,245,209,464
2016/7/18 8:00,32,101,10,374,249,551
2016/7/18 9:00,57,147,9,456,258,942
2016/7/18 10:00,13,150,11,456,201,973
2016/7/18 11:00,19,128,18,410,204,872
2016/7/18 12:00,64,126,15,336,216,821
2016/7/18 13:00,98,125,12,322,221,987
2016/7/18 14:00,72,121,12,386,197,975
2016/7/18 15:00,79,117,12,368,191,963
2016/7/18 16:00,66,117,12,358,201,797
2016/7/18 17:00,47,112,12,332,217,695
2016/7/18 18:00,13,113,11,364,214,761
2016/7/18 19:00,39,115,12,492,247,794
2016/7/18 20:00,75,125,12,746,394,1261
2016/7/18 21:00,97,143,13,963,463,1602
2016/7/18 22:00,72,155,17,943,419,1698
2016/7/18 23:00,74,132,18,854,366,1510
2016/7/19 0:00,46,113,16,858,361,1410
2016/7/19 1:00,35,104,11,662,306,1100
2016/7/19 2:00,20,97,10,510,283,845
2016/7/19 3:00,24,93,8,446,270,743
2016/7/19 4:00,20,92,156,418,255,653
2016/7/19 5:00,20,92,95,304,219,473
2016/7/19 6:00,20,92,8,272,210,405
2016/7/19 7:00,22,94,10,286,220,440
2016/7/19 8:00,18,101,11,350,264,569
2016/7/19 9:00,20,147,10,450,263,900
2016/7/19 10:00,59,156,7,455,212,934
2016/7/19 11:00,107,135,12,408,173,905
2016/7/19 12:00,76,119,12,394,208,836
2016/7/19 13:00,68,111,50,374,207,860
2016/7/19 14:00,74,116,14,398,186,869
2016/7/19 15:00,73,112,12,360,164,842
2016/7/19 16:00,58,105,12,338,159,916
2016/7/19 17:00,50,101,12,332,168,746
2016/7/19 18:00,66,103,10,304,182,752
2016/7/19 19:00,114,105,12,404,226,854
2016/7/19 20:00,74,112,12,694,346,1216
2016/7/19 21:00,74,127,13,787,384,1543
2016/7/19 22:00,74,132,17,818,382,1414
2016/7/19 23:00,77,117,16,834,363,1219
2016/7/20 0:00,76,101,15,802,348,1240
2016/7/20 1:00,57,96,10,592,320,1082
2016/7/20 2:00,24,92,10,489,283,812
2016/7/20 3:00,67,88,60,388,264,722
2016/7/20 4:00,40,88,325,390,255,635
2016/7/20 5:00,24,87,174,247,211,520
2016/7/20 6:00,65,89,10,216,210,473
2016/7/20 7:00,80,89,9,247,230,467
2016/7/20 8:00,38,94,11,326,261,578
2016/7/20 9:00,22,137,7,451,256,918
2016/7/20 10:00,57,136,7,454,202,1008
2016/7/20 11:00,64,118,11,398,186,940
2016/7/20 12:00,73,112,12,366,188,1007
2016/7/20 13:00,75,110,12,342,202,961
2016/7/20 14:00,74,112,12,404,168,990
2016/7/20 15:00,72,113,12,348,146,848
2016/7/20 16:00,52,106,12,376,170,908
2016/7/20 17:00,57,101,11,378,171,719
2016/7/20 18:00,68,102,12,366,167,641
2016/7/20 19:00,113,105,12,440,192,737
2016/7/20 20:00,92,110,12,665,329,1184
2016/7/20 21:00,78,119,12,815,402,1333
2016/7/20 22:00,79,122,21,769,405,1345
2016/7/20 23:00,68,113,18,740,359,1288
2016/7/21 0:00,62,101,15,798,363,1381
2016/7/21 1:00,65,96,11,712,345,1126
2016/7/21 2:00,22,92,224,556,332,902
2016/7/21 3:00,37,90,324,455,302,770
2016/7/21 4:00,72,88,324,400,274,692
2016/7/21 5:00,74,88,324,280,224,523
2016/7/21 6:00,71,91,11,239,201,432
2016/7/21 7:00,27,90,10,249,202,455
2016/7/21 8:00,16,90,11,334,238,533
2016/7/21 9:00,63,92,11,358,227,647
2016/7/21 10:00,67,104,15,388,199,644
2016/7/21 11:00,66,124,14,485,242,862
2016/7/21 12:00,68,140,13,638,242,920
2016/7/21 13:00,75,148,12,514,265,1014
2016/7/21 14:00,67,153,12,527,227,1087
2016/7/21 15:00,40,151,12,557,225,991
2016/7/21 16:00,26,145,12,473,234,890
2016/7/21 17:00,69,121,10,471,216,842
2016/7/21 18:00,67,116,11,494,218,866
2016/7/21 19:00,74,115,14,606,297,818
2016/7/21 20:00,80,118,16,835,393,1244
2016/7/21 21:00,72,123,17,839,376,1456
2016/7/21 22:00,74,120,16,856,389,1508
2016/7/21 23:00,76,106,16,814,371,1450
2016/7/22 0:00,74,101,215,802,356,1249
2016/7/22 1:00,47,99,275,692,322,1073
2016/7/22 2:00,20,95,214,638,321,878
2016/7/22 3:00,22,91,323,572,273,737
2016/7/22 4:00,20,88,324,446,260,644
2016/7/22 5:00,20,89,324,284,209,517
2016/7/22 6:00,20,88,323,239,200,485
2016/7/22 7:00,22,90,322,259,217,458
2016/7/22 8:00,22,90,323,314,233,545
2016/7/22 9:00,20,92,324,368,221,542
2016/7/22 10:00,57,96,160,400,186,575
2016/7/22 11:00,67,122,12,480,195,728
2016/7/22 12:00,83,144,11,527,231,884
2016/7/22 13:00,66,158,11,582,248,928
2016/7/22 14:00,68,160,12,512,232,964
2016/7/22 15:00,67,152,12,427,194,782
2016/7/22 16:00,23,132,12,380,166,767
2016/7/22 17:00,67,118,11,382,168,662
2016/7/22 18:00,66,109,12,340,152,605
2016/7/22 19:00,97,109,12,388,204,707
2016/7/22 20:00,49,118,12,605,308,957
2016/7/22 21:00,38,125,16,735,368,1082
2016/7/22 22:00,74,130,16,836,376,1165
2016/7/22 23:00,74,113,16,777,362,1234
2016/7/23 0:00,74,101,13,710,342,1225
2016/7/23 1:00,56,97,8,616,302,958
2016/7/23 2:00,20,93,250,452,267,773
2016/7/23 3:00,20,90,324,360,254,689
2016/7/23 4:00,22,88,324,334,251,608
2016/7/23 5:00,22,87,324,262,214,499
2016/7/23 6:00,20,89,324,224,193,420
2016/7/23 7:00,18,90,324,251,208,419
2016/7/23 8:00,20,95,323,330,252,521
2016/7/23 9:00,20,134,261,424,244,821
2016/7/23 10:00,49,137,6,412,207,905
2016/7/23 11:00,93,116,11,410,169,836
2016/7/23 12:00,74,116,10,400,191,896
2016/7/23 13:00,96,115,11,360,185,914
2016/7/23 14:00,67,118,9,336,173,949
2016/7/23 15:00,65,113,11,322,168,851
2016/7/23 16:00,66,109,11,316,197,779
2016/7/23 17:00,66,101,9,298,220,674
2016/7/23 18:00,67,101,9,330,215,641
2016/7/23 19:00,70,107,12,410,233,746
2016/7/23 20:00,96,116,12,646,354,1196
2016/7/23 21:00,72,128,13,814,388,1490
2016/7/23 22:00,72,133,17,844,369,1511
2016/7/23 23:00,74,116,16,834,361,1481
2016/7/24 0:00,63,105,15,707,350,1255
2016/7/24 1:00,55,97,53,604,318,955
2016/7/24 2:00,22,92,318,471,284,779
2016/7/24 3:00,48,89,316,402,269,656
2016/7/24 4:00,72,88,103,378,252,623
2016/7/24 5:00,70,88,107,282,211,479
2016/7/24 6:00,73,89,553,239,200,462
2016/7/24 7:00,71,91,585,247,213,452
2016/7/24 8:00,45,95,352,326,267,578
2016/7/24 9:00,46,138,154,439,268,884
2016/7/24 10:00,11,137,8,424,203,896
2016/7/24 11:00,54,110,15,414,190,896
2016/7/24 12:00,65,108,12,304,194,952
2016/7/24 13:00,97,109,12,342,218,872
2016/7/24 14:00,65,112,10,358,189,824
2016/7/24 15:00,65,114,11,298,194,872
2016/7/24 16:00,66,122,12,296,211,842
2016/7/24 17:00,13,106,12,282,168,743
2016/7/24 18:00,11,101,12,314,184,704
2016/7/24 19:00,91,102,12,404,216,785
2016/7/24 20:00,41,116,12,682,304,1139
2016/7/24 21:00,18,131,15,943,370,1538
2016/7/24 22:00,17,138,16,920,391,1467
2016/7/24 23:00,16,116,16,800,356,1360
2016/7/25 0:00,18,104,16,723,331,1330
2016/7/25 1:00,18,97,9,584,317,1005
2016/7/25 2:00,25,91,8,473,261,752
2016/7/25 3:00,24,88,288,430,242,671
2016/7/25 4:00,20,88,316,368,230,581
2016/7/25 5:00,22,87,314,239,192,464
2016/7/25 6:00,22,88,314,200,176,456
2016/7/25 7:00,20,92,461,229,196,458
2016/7/25 8:00,20,95,440,332,232,575
2016/7/25 9:00,11,139,313,420,245,884
2016/7/25 10:00,10,132,312,418,188,878
2016/7/25 11:00,9,114,316,408,176,821
2016/7/25 12:00,34,114,316,354,177,803
2016/7/25 13:00,57,112,316,358,182,827
2016/7/25 14:00,53,112,316,354,179,809
2016/7/25 15:00,37,111,317,318,190,728
2016/7/25 16:00,29,105,316,332,201,677
2016/7/25 17:00,60,100,316,386,205,644
2016/7/25 18:00,58,99,319,354,194,638
2016/7/25 19:00,58,103,318,434,227,728
2016/7/25 20:00,61,111,33,654,355,1139
2016/7/25 21:00,28,132,14,789,428,1567
2016/7/25 22:00,55,130,16,777,387,1449
2016/7/25 23:00,78,115,16,736,359,1398
