POWER_5,POWER_6,POWER_11,POWER_12,POWER_21,POWER_22,POWER_23,POWER_24,POWER_43,POWER_44,POWER_45,POWER_46
22.65,3.5,5.9,9.25,9.1,10.65,26.6,9.1,6.65,21.55,12.75,5.2
20.2,2.85,5.05,7.85,7.75,14.3,23.75,7.8,4.85,19.9,12.05,4.3
16,2.3,4.3,6.45,6.4,10.1,20.7,6.55,4.25,17.9,11,3.6
11.25,1.75,3.55,5.1,5.05,8.4,17.45,5.15,1.7,15.55,9.6,2.8
3.75,1,2.7,3.9,3.5,9.3,13.75,3.9,0.8,13,8,1.15
1.05,0.45,1.7,1.4,1,4.75,10.55,1.35,0,9.9,6,0.45
0.1,0.05,0.15,0.15,0.05,2.9,4.7,0.1,0,2.9,2.4,0.05
0,0,0,0,0,0,0.1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.2,0.2,0,0,1.15,0.05,0,0,7.8,2.1,0
7.85,2,2,0.1,0,7.3,3.15,0.05,0,12.8,6.4,0.2
14.35,4.05,2.9,1.5,0.05,10.85,9.3,0.95,0,16.1,8.65,1.3
18.85,5.35,3.7,4.25,0.85,13.45,12.75,3.35,0,18.85,10.4,3.15
22.7,6.6,4.45,5.65,3.7,15.15,16.25,4.9,0.15,21.25,12.1,4.15
26.95,7.8,5.2,7.15,4.1,15.2,19.6,5.85,0.9,22.7,13.35,5.15
31.55,9,6.1,8.55,5.75,17.4,22.75,6.2,4.35,24.05,14.1,6.05
36.35,10.45,7.25,9.6,7.4,19.45,26.15,5.6,6.1,25.1,14.6,7
39.6,11.95,8.25,10.1,8.4,19.95,29.7,5.95,6.95,26.15,15.15,7.55
41.85,13.3,8.85,9.6,8.9,20.5,32.75,7.2,7.5,27.15,15.75,8.35
44.05,14.65,9.3,8.7,9.2,20.85,35.4,7.75,7.65,27.9,15.95,8.55
46.75,15.75,9.85,7.8,9.4,21.4,38.3,7.7,7.3,28.15,16.35,9.65
50.8,16.6,10.65,6.9,9,21.7,40.5,7.85,6.7,28,16.55,11.25
54.5,16.9,11.15,7.25,8.75,21.9,40.55,6.5,6.6,27.8,17.15,10.75
58.8,17.3,11.7,7.65,9,20.8,42.05,9,6.25,27.15,15.3,10.95
60.75,17.95,12.1,12.7,9.2,19.5,43.65,8.75,6.1,26.85,14.5,11.8
62.25,18.55,12.05,14.05,8.9,21.9,44.65,7.2,5.7,26.8,15.05,12.95
59.3,19.2,12.4,10.65,8.45,19.7,46.3,6.45,5.1,27.05,11.7,14.2
60.75,19.8,12.75,10.15,8.1,20.1,48.35,6.45,4.7,26.85,12.1,15.2
64.95,20.3,13.15,9,8.65,20.85,50.35,8.1,2.35,26.4,14.65,14.95
66.2,20.55,13.6,7.8,8.7,20.3,51.95,7.5,0.95,25.6,13.95,14.7
66.9,20.9,13.9,6.75,7.95,20,52.85,6.1,0.75,25,13.85,15.25
67,21.15,14.3,7.05,6.9,20.05,53.25,5.95,1.7,24.5,13.45,14.4
67.7,21.25,14.2,6.9,6,20.45,54.25,4.8,3.05,24.5,13.4,13.05
68.1,21.3,14.1,8.1,5.4,19.75,53.65,4.7,3.95,24.1,13.75,12.4
68.9,21.35,13.65,7.4,5.65,17.6,53.85,6.85,3.95,23.55,14.65,11.7
68.5,21.75,13.55,6.95,6,16.55,52.9,9.15,4.05,23.3,14.6,12.6
67.4,22.2,13.7,6.15,7.15,17.25,53.3,10.05,4,23.55,14.5,11.25
66.5,22.35,13.8,5.9,11.45,16.55,52.55,10.15,4,24.3,14.2,8.6
65.7,22.25,13.8,6,15.1,16.3,53.2,9.6,4.05,24.1,14.4,9.25
65.55,22,13.55,5.85,14.3,18.7,52.75,9.1,4.35,24.1,14.4,8.65
66.75,21.35,13.45,8,16.15,20.15,52.5,12.15,5,24.8,14.5,6.2
65.05,20.9,13.05,10.65,19.9,21.1,52.45,18.45,5.2,25,14.5,6.5
65.75,20.45,12.55,13,19.7,22.05,51.5,20.15,5.3,24.8,14.45,6.8
65.25,20,12.15,14.85,16.4,21.9,50.8,20.8,5.3,25.15,14.3,7.15
64.3,19.6,11.85,16.7,13.9,22.4,49.95,21.3,5.1,24.9,14.4,9.55
64.05,19.4,11.7,18.05,15.2,22.2,48.95,21.7,4.65,24.9,14.95,12.3
63.95,18.9,9.75,18.6,16.65,20.5,49.4,21.35,4.85,26.2,15.4,14.1
62.65,18.35,8.6,18.95,18.65,20.6,48.75,20.75,5.1,26.8,15.6,14.8
61.15,17.55,8.7,19.15,19,21.1,47.9,20.1,5.4,27,15.15,14.75
58.5,16.6,8.2,19.05,18.2,21.65,46.55,19.25,4.75,27.1,15.45,14.3
54.7,15.4,5.5,18.85,16.7,21.85,45.65,18.5,4.65,26.9,15.85,13.65
52.35,14.5,6.15,18.1,16.25,21.45,43.45,17.55,5.8,26.7,15.8,12.85
50.4,14.4,9.6,16.85,16.55,20.7,40.9,16.5,6.3,26.3,15.45,12
48.85,14.05,9,15.3,16.1,20.35,40.05,15.45,7.55,26.45,15.05,11.35
46.35,13.3,8.25,14,15.1,19.4,38,14.6,7.8,26.4,14.65,10.6
43.3,12,7.65,12.8,13.9,19.1,35.7,13.55,7.6,26.15,14.4,9.8
39.85,10.7,7.1,11.55,12.7,18.75,33.6,12.5,7.4,25.45,14.1,8.85
35.35,9.3,6.5,10.45,11.3,18.3,30.5,11.1,7,24.15,13.75,7.85
30.55,8.15,6.05,9.55,9.75,17.8,26.5,9.35,6.15,22.8,13.45,6.85
26.55,7.1,5.25,8.4,8.35,16.85,23.55,7.8,5.15,21.05,12.65,5.95
22.35,5.9,4.4,7.1,6.85,15.35,20.75,6.35,4.2,19.5,11.7,4.9
17.8,4.6,3.55,5.85,5.45,13.45,17.65,4.7,2.5,17.5,10.3,3.85
13.4,3.25,2.7,4.5,4.05,11.75,14.5,3.5,0.85,14.65,8.6,2.85
7.05,0.9,1.75,2.15,1.3,9.3,11.3,1.5,0.2,11.4,6.45,0.9
0.15,0.1,0.15,0.25,0.1,3.15,5.6,0.15,0,4,1.7,0.05
0,0,0,0,0,0,0.25,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
